p_val	avg_log2FC	pct.1	pct.2	p_val_adj
STRA13	0.0711184558030971	0.98481776632756	0.368	0.375	1
SBNO1	0.0711690106610588	0.471227078412961	0.184	0.266	1
DYNC1H1	0.0720900969142501	0.293094279587807	0.434	0.618	1
TSC22D4	0.0721226128233295	0.340735708738769	0.199	0.279	1
GADD45GIP1	0.0728756702365333	0.800061828504803	0.456	0.481	1
DNAJA2	0.0739326275965259	0.801371056689598	0.176	0.256	1
NDUFA8	0.0739327072374951	0.287254803514742	0.221	0.303	1
SRSF3	0.0739981953465629	1.2628358584825	0.331	0.316	1
MIB1	0.073998292839634	0.429054377887025	0.213	0.298	1
TRA2B	0.074100809749754	0.399600765868002	0.243	0.326	1
USP16	0.0742018888418083	0.497357913166617	0.206	0.311	1
FAM127B	0.0752665934157431	0.497490868410131	0.235	0.327	1
MRPL20	0.0754720988810939	0.372962377322977	0.294	0.411	1
PABPC4	0.0757359791339626	0.323853505880616	0.265	0.36	1
PGP	0.0758460192367589	0.311657530025911	0.25	0.36	1
ACTN4	0.0767995486865397	0.94273361320467	0.478	0.509	1
EEF1E1	0.0781894716147737	-0.389868925779244	0.184	0.257	1
SKP1	0.0787039007737225	0.446106331430907	0.574	0.61	1
CHD3	0.0793074614672355	0.741272643930891	0.184	0.271	1
ARFGEF1	0.0796109718989602	0.348156873983876	0.191	0.27	1
SLC35B2	0.0798852433647882	0.629339717456208	0.184	0.263	1
SEPT7	0.0802559776191433	0.801252731455376	0.515	0.592	1
LMF2	0.0805292005113005	0.535163955047975	0.228	0.323	1
FAH	0.0810297485082128	0.66865788534945	0.184	0.269	1
NFE2L2	0.0811001410554306	0.645691277821575	0.265	0.38	1
ATP6V1H	0.0812673703616455	0.347971563570398	0.184	0.26	1
DIAPH1	0.0814199929613042	1.05113503768049	0.353	0.335	1
RPL14	0.0818791394443422	0.52975226140259	0.625	0.634	1
SLC39A1	0.0819607726706558	0.619537874182389	0.184	0.259	1
GPI	0.0837007846845937	0.404130241689889	0.272	0.374	1
DESI1	0.0850252057867741	0.39132821059612	0.228	0.32	1
PWP1	0.0856215437934189	0.608390635552721	0.176	0.265	1
TAOK3	0.086388777031994	0.753757664522902	0.301	0.41	1
RPS9	0.0868601837033869	0.300168937993615	0.647	0.669	1
ATP5L	0.0870953276775248	0.55908881789347	0.485	0.488	1
UQCRQ	0.0871346166517008	0.602448617790859	0.544	0.567	1
CSNK2B	0.0873723323168051	0.53204928026563	0.257	0.342	1
LRPPRC	0.0874417495410218	0.812339351718452	0.213	0.3	1
OLA1	0.0894962467711215	0.449069497505929	0.235	0.337	1
PERP	0.0898573256597899	0.269979850491529	0.324	0.462	1
NRBF2	0.0900802652924131	0.336973448682677	0.191	0.27	1
URI1	0.0905127144894393	0.566666683022212	0.191	0.267	1
C7orf73	0.0906886960934328	0.736841601637845	0.184	0.252	1
LEMD3	0.0909711626709213	0.37989875373844	0.404	0.562	1
MED21	0.0910448381341557	0.902122646635973	0.382	0.388	1
SMIM11	0.0917170410689239	0.544358864961407	0.265	0.374	1
SSU72	0.0923087382140436	0.36336285994238	0.301	0.399	1
MGAT4B	0.0923671252191139	0.465068987694741	0.382	0.514	1
EMC4	0.0927224070265033	0.386767922374879	0.228	0.323	1
UBXN1	0.0938613836558351	0.428706922310926	0.265	0.361	1
NCOA4	0.0938971334940273	0.657841828892524	0.235	0.331	1
SDHC	0.0940116509852676	0.520264575735232	0.221	0.317	1
HNRNPA1	0.0941398692835113	1.20065403787458	0.404	0.424	1
EIF1	0.0950504690904122	0.346495575114772	0.632	0.661	1
SCRN1	0.0952882827259649	0.421578018425764	0.279	0.378	1
RPL7A	0.096289364572749	0.30355793952301	0.713	0.681	1
AP2B1	0.0968045500035877	0.437245158754062	0.279	0.397	1
NIPAL3	0.0972421099956928	0.482992006280322	0.221	0.296	1
RPS21	0.0974684719231515	0.341413345188764	0.64	0.706	1
KIAA1191	0.0979245727030265	0.563893509976576	0.235	0.326	1
SCYL1	0.0981471515495656	0.40508646790644	0.184	0.256	1
TSPAN3	0.0982047982601346	0.312180731050439	0.316	0.417	1
PSMB3	0.0982598250096043	1.03217135401992	0.404	0.429	1
TRAPPC3	0.0985391298562605	0.377730535627196	0.206	0.288	1
YWHAB	0.100789856842133	0.689901569329161	0.493	0.555	1
SGTA	0.101875920861813	1.35130234890929	0.265	0.225	1
ALKBH5	0.103054599730116	1.3120524951161	0.36	0.349	1
SNX17	0.10414111920963	0.325141474391834	0.228	0.317	1
TSFM	0.104350513990445	0.414182294111479	0.324	0.451	1
COX6C	0.104511441200995	0.524872556023064	0.529	0.554	1
NARS	0.105061976129788	1.02961301236853	0.412	0.423	1
FAM174B	0.10522685933935	0.705144541376091	0.25	0.347	1
SERF2	0.106072451498601	0.252940517424826	0.721	0.735	1
ATP6V1D	0.107437114160706	0.432606544483042	0.213	0.296	1
DNAJC15	0.108880416085283	1.22401220393851	0.324	0.288	1
CCSER2	0.109295067876731	0.274126794139064	0.213	0.294	1
LAGE3	0.109975791403375	0.297197997910051	0.199	0.27	1
RPL36A	0.111138273367378	0.483282720256408	0.279	0.371	1
NDUFB2	0.113031886372827	0.583388003850624	0.478	0.508	1
CNOT7	0.11336115523312	0.29809003306464	0.228	0.314	1
EFHD2	0.113725225109343	-0.323587457753099	0.213	0.279	1
PARP1	0.113891871025553	1.42801472679526	0.265	0.238	1
RP11-620J15.3	0.114505652382183	0.880469084866478	0.441	0.505	1
DCTN3	0.114989871534915	0.547581675670498	0.228	0.315	1
RHOA	0.115533634649834	1.17737627270837	0.419	0.438	1
RPL24	0.115539097339541	0.4102768815901	0.669	0.684	1
WASF2	0.116440337472917	0.457357323022177	0.228	0.312	1
PHLDA1	0.116612588856469	0.268506523307044	0.404	0.56	1
EPB41L3	0.117744916977705	0.374042881009089	0.213	0.298	1
ASUN	0.118763893683484	1.29205986687996	0.338	0.335	1
NOC3L	0.118967381634587	0.250177730959967	0.206	0.273	1
MAFK	0.11964095713924	1.0787764419583	0.221	0.312	1
LDHA	0.119716392312228	0.559822124867754	0.61	0.668	1
NAP1L4	0.119842350833877	1.46892876041157	0.301	0.291	1
EPDR1	0.121175850682969	0.632955532261164	0.25	0.334	1
LSM4	0.122014479427346	0.867424028771881	0.36	0.373	1
DDX27	0.122088870139349	0.47151972885793	0.191	0.26	1
RGS10	0.122825220089151	0.412544616416064	0.221	0.3	1
SNRPF	0.123219570191601	1.08174742921396	0.353	0.363	1
TMEM248	0.123362278012885	0.391661903842002	0.309	0.414	1
SEPT2	0.123633586441624	0.29331336808902	0.346	0.478	1
NFIX	0.124064739361273	0.501144987478616	0.213	0.299	1
CERS2	0.124387609591584	0.300954691593343	0.221	0.3	1
USMG5	0.124763665294492	0.438250680987442	0.537	0.556	1
SOAT1	0.125486532637246	0.275471181021533	0.213	0.285	1
CHCHD5	0.126916975281749	0.574744952164674	0.184	0.263	1
ZBTB8OS	0.12734755115718	0.30260856906119	0.199	0.277	1
ACOT13	0.128069190892002	0.402828288361559	0.191	0.263	1
RSL1D1	0.128170276311905	0.518173851785412	0.235	0.329	1
RPL23A	0.128332513608769	0.257820317931514	0.699	0.717	1
SMC3	0.129385966552196	0.261801676445189	0.206	0.29	1
ANAPC10	0.129518958436434	0.508218579664336	0.221	0.309	1
CAV1	0.129634214140477	0.456046847345835	0.566	0.613	1
TWF1	0.129969066270845	0.479176950338137	0.221	0.302	1
PAICS	0.130253353138214	0.734283265659917	0.228	0.309	1
LINC00493	0.131750315625616	0.697879559943804	0.309	0.409	1
PFKL	0.13330080276365	0.311551781173599	0.221	0.292	1
EI24	0.133318349420321	0.513185894345044	0.243	0.323	1
PPM1G	0.134051794636989	1.31470679647787	0.36	0.383	1
GTF2H5	0.134212802309838	0.280310905115756	0.25	0.328	1
METAP2	0.134598225042398	0.907648001463791	0.375	0.374	1
NMT1	0.134735583418728	0.643119135684465	0.257	0.35	1
VCP	0.134934662744062	0.441249106569603	0.294	0.412	1
PPP1R7	0.13515846094734	0.77624001121836	0.176	0.25	1
DDX1	0.135854178962794	0.892984891620733	0.221	0.302	1
RBM17	0.138031780434405	0.261829017675344	0.191	0.258	1
KPNB1	0.138075518155597	0.746877380976137	0.478	0.575	1
STARD3NL	0.139080490082945	0.390568100867984	0.191	0.263	1
PSMB8	0.139578785948046	0.576113554558476	0.243	0.336	1
EDF1	0.140593206957826	0.416417893696019	0.382	0.503	1
TIMMDC1	0.140756915171394	0.528954790147409	0.235	0.321	1
COPZ1	0.140790299127839	0.456852293959237	0.235	0.321	1
SLTM	0.141814358495322	0.549781772693385	0.316	0.417	1
PFKP	0.143026001067261	0.406834600813994	0.287	0.396	1
CCT6A	0.143071749410706	0.878012327441533	0.419	0.446	1
CLIC1	0.14330133447939	0.630861317912049	0.5	0.539	1
RPS29	0.143546120737119	0.290930780761384	0.662	0.664	1
HSPA4	0.143806773753025	0.329032393298586	0.257	0.346	1
ARPC1A	0.144056824477486	0.624193421213597	0.456	0.493	1
RPS16	0.144102223023393	0.325906234605192	0.691	0.723	1
COX5A	0.144124285133174	1.05588385174902	0.419	0.438	1
PDCD10	0.144533445551559	0.552940848011989	0.25	0.342	1
MYL12B	0.144567365027512	0.560481939057357	0.5	0.527	1
LMNA	0.14483593689494	0.954919155762939	0.434	0.491	1
PGM1	0.145250139029385	0.86545712634658	0.206	0.275	1
TIMM8B	0.147629260274949	0.266869627007953	0.206	0.276	1
UBXN4	0.147917399427268	0.275587976840705	0.39	0.55	1
ATP5H	0.147926604216163	0.425772983846944	0.331	0.44	1
PDLIM7	0.148594805906638	0.389611719860463	0.199	0.271	1
STIP1	0.149290103603652	0.430692654824062	0.265	0.36	1
ID1	0.150375843001375	0.492688058378934	0.191	0.261	1
USP47	0.151044262318602	0.338824329625091	0.191	0.268	1
TM4SF1	0.151516822434352	1.44359060608245	0.39	0.4	1
ATP6V0E1	0.152541990316611	0.295692771271008	0.64	0.638	1
C14orf2	0.152850034138289	0.515972083046913	0.346	0.437	1
FAM210A	0.153073107531443	0.574144177098632	0.206	0.279	1
AP2S1	0.153864432331442	0.605329436685081	0.456	0.507	1
SRGN	0.153907781449259	-0.306146060371869	0.632	0.695	1
BNIP2	0.155122623561648	0.510423956439026	0.206	0.27	1
LAPTM4B	0.155330937148699	0.782282098290275	0.228	0.319	1
RTCB	0.155398617151333	0.93251348481609	0.191	0.259	1
PPP4R2	0.155594136527136	0.636503725969817	0.206	0.281	1
MRPS6	0.156295332264911	0.284190942158656	0.338	0.429	1
FAM45A	0.157431505107606	0.578549778184087	0.199	0.267	1
CHMP4B	0.157482670427492	0.31299610576023	0.265	0.347	1
CRK	0.157953141553619	0.467127925326434	0.191	0.265	1
POMGNT1	0.158415798871254	0.55969220009774	0.184	0.253	1
RBBP4	0.159346520165523	0.633103629704515	0.235	0.318	1
TSPAN5	0.159384776939527	0.417505432871169	0.257	0.337	1
TPGS2	0.160518492097438	1.01902697930829	0.412	0.448	1
LYRM2	0.160590401861423	0.566957631087412	0.243	0.326	1
GTF2F1	0.160841308042964	0.670448195875951	0.228	0.299	1
RSRC1	0.161931546791812	-0.296806165564284	0.206	0.269	1
CLGN	0.161992483023842	1.01350233332588	0.478	0.547	1
BTF3	0.163063448356837	0.472317237607525	0.529	0.538	1
LSM1	0.1635919286133	0.669455263044917	0.235	0.316	1
ANKRD11	0.163762881280558	0.286540806119021	0.426	0.575	1
DNAJC19	0.163781628517585	0.296793898729202	0.243	0.315	1
SRP72	0.164054380881299	0.297294550528554	0.243	0.326	1
ATP5B	0.164465027230162	1.03160513854421	0.412	0.443	1
OGFRL1	0.164805238162891	0.433123132020131	0.257	0.35	1
LYRM4	0.164988803984107	0.395981851287108	0.199	0.271	1
NDUFS4	0.165536308568646	0.718009610211224	0.213	0.285	1
TMEM14A	0.168870100368638	1.1214586138259	0.265	0.241	1
PRDX3	0.169482054902156	0.269441343619802	0.272	0.379	1
MYO1C	0.169510555616241	0.282322305622798	0.265	0.349	1
RPL27A	0.170069859473257	0.338333237072131	0.691	0.721	1
KDELR3	0.170737363137012	0.82093453536993	0.199	0.273	1
BUB3	0.170878712544056	1.27717601218385	0.316	0.323	1
VAPA	0.171185183401147	0.397191258535034	0.368	0.499	1
PSMA5	0.17177767484014	1.06996598356122	0.397	0.421	1
ATP6V0D1	0.172521708446816	0.492064884750116	0.206	0.276	1
PHAX	0.173492612091927	0.735661402733286	0.213	0.283	1
PSMA2.1	0.173614028855398	0.656200410451178	0.199	0.266	1
ARCN1	0.174166958196885	1.55507262872339	0.257	0.228	1
MOCS2	0.174917369261084	1.31554609349866	0.346	0.338	1
HIGD2A	0.176063873300101	0.403032716645876	0.316	0.404	1
UBL5	0.177444994568959	0.486256991848351	0.515	0.542	1
ATL3	0.177634744728037	0.573601294856872	0.228	0.305	1
MED10	0.177806051627782	0.474033706312292	0.331	0.457	1
QKI	0.177879280925602	0.551094039316121	0.25	0.335	1
DESI2	0.178084188273269	0.613248718701099	0.191	0.263	1
IFITM3	0.178238228008921	0.333818125022894	0.353	0.447	1
FLII	0.178550979554395	0.277974762234933	0.199	0.264	1
SMDT1	0.179304276360854	0.537976648489301	0.265	0.338	1
ERBB2IP	0.180657828122692	0.887071168123424	0.235	0.314	1
KPNA3	0.181063779315438	1.48867039678255	0.309	0.296	1
RAD1	0.181120892270258	0.339437190043906	0.265	0.336	1
SPCS3	0.181467220338786	0.538659061841119	0.324	0.43	1
LARP1	0.182272348778145	0.609479836957251	0.316	0.425	1
ZMAT2	0.183750861987528	0.513385433516599	0.228	0.317	1
EIF6	0.184292008457445	0.391190683229673	0.287	0.394	1
OST4	0.184729113901305	0.410406379012404	0.529	0.543	1
HIPK2	0.186934351603946	0.693654842261964	0.25	0.33	1
NDUFA3	0.1874677900173	0.80726631721643	0.221	0.289	1
TCEAL3	0.188194685953947	1.19347694451235	0.397	0.414	1
SDF2L1	0.188208958991837	0.426906106460352	0.287	0.375	1
BLOC1S6	0.188535036798933	0.453133533915956	0.279	0.363	1
HAX1	0.18940676400677	0.389307052735959	0.279	0.363	1
LONP1	0.189842254059036	0.821947266785204	0.301	0.41	1
LSM6	0.191555135182974	0.865290485138555	0.397	0.426	1
KIF5B	0.191647750516239	1.09741151306021	0.397	0.41	1
ACADVL	0.192219774032108	0.336759392823525	0.375	0.486	1
FAM96B	0.192594326915836	0.774345886321508	0.426	0.451	1
NME4	0.192762620211349	0.668000834352113	0.206	0.278	1
LSM10	0.193032155652294	0.569500560671332	0.235	0.315	1
SRM	0.194705178050723	0.783349768492144	0.39	0.406	1
SH3GLB1	0.195816459256446	0.452293115912491	0.353	0.467	1
PGRMC1	0.196018074037842	0.494078068810137	0.5	0.559	1
BAG3	0.197468218075716	0.870600831156233	0.199	0.262	1
DNAJA1	0.197505405189951	0.813570729874322	0.426	0.444	1
CISD1	0.198278235239746	0.344051156884928	0.301	0.396	1
FLNC	0.198304452104002	0.30746405128833	0.316	0.407	1
AKAP12	0.200102034117063	0.940053796437155	0.419	0.44	1
NT5C3B	0.201994708657553	0.641256382896139	0.221	0.297	1
ARL2BP	0.202159637142282	0.397603377846806	0.235	0.311	1
LSM2	0.203337020777807	0.951765968408127	0.265	0.249	1
DUT	0.204249614772222	1.22514733987967	0.301	0.308	1
PRPF40A	0.206691950818946	0.695886762909091	0.316	0.434	1
PSMD11	0.207774104413503	0.97329860710234	0.397	0.428	1
MGST1	0.207965501658162	0.461759165702885	0.537	0.624	1
VPS35	0.209478932963207	0.544989313295	0.272	0.366	1
ATP6V1E1	0.209529969929647	0.442078424969263	0.39	0.486	1
ACTR2	0.210431153545574	0.37196311876436	0.36	0.48	1
ATP6V1A	0.210441437869082	0.720826728576086	0.272	0.354	1
HNRNPD	0.211633585848155	1.31709841607813	0.324	0.321	1
SPATS2	0.213005282701837	0.648374215972661	0.235	0.315	1
TUBB6	0.213405095158177	0.771534520040555	0.412	0.44	1
PSMF1	0.213680622635258	0.356079299441861	0.221	0.281	1
SNRPC	0.213950769220277	1.02942010508391	0.375	0.399	1
HMGA1	0.215020984500621	0.411327711281349	0.559	0.578	1
CIB1	0.215543450279648	0.448383704238844	0.309	0.41	1
MCUR1	0.216922900540537	1.70862490590517	0.279	0.266	1
CALM3	0.216965894650467	1.07327462779493	0.353	0.355	1
PPP1R14B	0.217460970656965	0.719484029999675	0.5	0.526	1
PRR13	0.219053886683464	0.538559728551671	0.257	0.344	1
NUTF2	0.219145642556872	0.468110100736396	0.213	0.276	1
HNRNPF	0.219256836632413	0.55335373225124	0.25	0.316	1
MRPL54	0.219977426393977	0.287503236676579	0.213	0.271	1
SPIRE1	0.220413837773521	0.406666948990146	0.199	0.253	1
GABARAPL2	0.220975981593877	0.409126584532203	0.353	0.441	1
UQCRFS1	0.221578033637741	0.917283301624572	0.199	0.271	1
SSB	0.221959906283818	0.54534259799129	0.294	0.39	1
EEF1B2	0.223862717285193	0.337386078746284	0.559	0.603	1
PSMD10	0.224329615487522	0.828623871511767	0.206	0.268	1
RBM27	0.224809510973512	0.946020930602535	0.199	0.27	1
C12orf57	0.224980315353621	0.448320128351077	0.338	0.423	1
ECHDC1	0.225003154853361	0.424049978290918	0.206	0.265	1
PAPSS2	0.227135111479761	0.657827763607817	0.279	0.353	1
DEF8	0.229586574736014	0.682456713135833	0.191	0.255	1
RRAGC	0.229760542781499	0.735602805575422	0.243	0.305	1
CCDC104	0.229774861312891	0.541983706781291	0.272	0.348	1
NDUFA5	0.230869460159034	0.662029314511034	0.324	0.421	1
COPS2	0.233571923359996	0.803455046813492	0.206	0.27	1
ROMO1	0.23373782144813	0.614247970267199	0.493	0.527	1
USP14	0.234393905358083	0.967740719878596	0.426	0.466	1
CBX3	0.235170476979921	0.700784701529621	0.463	0.537	1
NDUFAF3	0.235547696454443	0.875970230503747	0.257	0.329	1
PLEKHA3	0.237908404212896	0.850220232302259	0.206	0.274	1
MLLT11	0.239680761187408	0.858440874436913	0.404	0.445	1
KIFC3	0.240807107970279	1.04427435670209	0.265	0.355	1
PIN1	0.240853433227444	1.19293456202965	0.316	0.323	1
ESF1	0.241604904422434	1.16600455379174	0.279	0.356	1
FIBP	0.242184905843411	0.273785979170349	0.228	0.3	1
TMX2	0.242931217091411	0.455678851725658	0.199	0.255	1
CTBP2	0.243433665028129	0.360702634044331	0.206	0.267	1
GHITM	0.244085016311289	0.332289668335122	0.346	0.442	1
FAM129B	0.24445062883433	1.53686722823421	0.279	0.27	1
HDGF	0.245597438686841	0.864523022899548	0.382	0.41	1
CXCL1	0.245610780121834	-0.807618911944287	0.441	0.503	1
RPL38	0.246341878213281	0.413074928706963	0.603	0.641	1
MORF4L1	0.246899476763666	0.505188237413919	0.463	0.5	1
ADH5	0.247268590149249	0.452899862046791	0.294	0.364	1
TCP1	0.247315148373331	1.12003385821583	0.419	0.447	1
NDUFS6	0.24773696527369	0.591765943613412	0.463	0.505	1
NEDD8	0.248005258179757	0.816289946161682	0.434	0.48	1
UBE2F	0.248144511501246	0.535749267483496	0.206	0.266	1
CHD4	0.251317054131431	0.285021780971523	0.294	0.38	1
GADD45A	0.252284992412033	1.10657350553224	0.331	0.336	1
ATP5G1	0.253537331626183	0.791265010044546	0.404	0.444	1
PTP4A2	0.255004419013288	0.622687686980793	0.485	0.564	1
COX17	0.255340342134918	0.536727308336548	0.331	0.429	1
PRNP	0.255807753809661	0.344772685270182	0.544	0.676	1
FRMD6	0.25670818520903	0.469184363300781	0.228	0.289	1
FAM177A1	0.2591584464981	0.71056123655628	0.243	0.311	1
EIF4B	0.259184979651471	0.722185240591888	0.397	0.495	1
RPL10A	0.259510722235457	0.253695813713239	0.669	0.713	1
PFDN4	0.259593259375851	1.10415434993679	0.309	0.295	1
EIF3B	0.260125154870093	0.308353439868512	0.324	0.421	1
PINK1	0.263766348391128	1.73402814794021	0.404	0.428	1
OAZ2	0.265347486094948	0.544032694426444	0.235	0.304	1
ANXA11	0.265752415044203	0.252796552180726	0.235	0.302	1
NDUFA1	0.269194007483849	0.773408548894684	0.426	0.453	1
DYNC1LI2	0.269713189862439	1.35323466442882	0.434	0.463	1
SUGT1	0.270345406714422	0.602705384168269	0.257	0.325	1
PNKD	0.271315763578132	0.593945672719407	0.25	0.318	1
SRP9	0.272599720031297	0.912909024865124	0.353	0.382	1
PARD3	0.273054353375226	0.342189773024861	0.301	0.401	1
LRRC17	0.273391771861122	0.285553504229041	0.338	0.44	1
EPAS1	0.273422827910777	0.966539130393601	0.235	0.294	1
STX4	0.274136489087317	0.682690636502278	0.213	0.272	1
PRDX2	0.276027292719132	0.54570088852084	0.434	0.462	1
CCDC80	0.276396581010362	0.301572246627817	0.346	0.426	1
CD97	0.277967857322638	0.293458192476374	0.199	0.253	1
STX12	0.279893726365018	0.448224642012657	0.243	0.311	1
TXNL1	0.280413716958941	1.12807483209702	0.257	0.347	1
AKIRIN1	0.280810040483719	0.553527895450422	0.25	0.334	1
DDR2	0.2808220233149	1.26408618572066	0.463	0.493	1
TNFRSF1A	0.281121143111479	0.416374742246193	0.235	0.309	1
ZFR	0.281506241007619	0.745175011041385	0.257	0.333	1
TFDP2	0.282382613170878	0.799164310416191	0.235	0.291	1
SELT	0.283232899266331	0.780297409624815	0.39	0.425	1
MAPK1	0.283417863905768	0.662278555095652	0.368	0.485	1
PPP2R1A	0.285198803590903	0.884908345587535	0.243	0.302	1
PCM1	0.285219799220493	0.473424307032558	0.324	0.425	1
YWHAG	0.286188114862231	0.82307703989611	0.434	0.474	1
BCL2L1	0.287049005023466	0.283064015478286	0.213	0.275	1
HNRNPA3	0.288247631009368	0.740080756239708	0.419	0.456	1
COX16	0.289118786932443	0.713463241326509	0.228	0.285	1
FAM3C	0.289834786521354	0.431548171991552	0.404	0.506	1
MRPS5	0.291337295001605	0.521114045090746	0.243	0.31	1
SELK	0.291756539357116	0.675999979772212	0.25	0.332	1
MRPS12	0.291887863856612	0.695974289309319	0.213	0.275	1
SMARCA5	0.291896064817637	0.478763514580267	0.434	0.576	1
CCT7	0.294618676586076	0.48648980206767	0.279	0.369	1
CSNK2A2	0.295870414203733	0.759363696241042	0.199	0.254	1
THAP7	0.295946478560862	1.00546196408175	0.243	0.314	1
YES1	0.297125522501329	0.845895492380783	0.316	0.314	1
DTD1	0.297536414841424	0.807951375890219	0.235	0.3	1
GMPS	0.298403850905692	0.796875561879936	0.265	0.343	1
KTN1	0.298671687872513	0.650176869042442	0.507	0.651	1
BANF1	0.298947048741024	1.04493868397106	0.353	0.372	1
NAA50	0.29947174870057	0.950712742111929	0.368	0.388	1
RABEP1	0.299533283802764	0.580733835757344	0.221	0.281	1
BID	0.302145481378844	0.449105545059738	0.25	0.307	1
CNBP	0.304349953045627	0.985444383115684	0.294	0.393	1
UBA1	0.304389954377918	1.1793010203457	0.25	0.337	1
EIF3J	0.306582418153527	1.01679844964179	0.309	0.321	1
CUTA	0.307103570396657	0.260009195984919	0.434	0.525	1
TAGLN2	0.307491936362366	0.803359885711415	0.456	0.504	1
MZT2A	0.308691661805121	0.815786118806297	0.25	0.314	1
METTL9	0.31081525882643	0.536392970393408	0.279	0.357	1
MAP2K3	0.312165902210157	0.546228656218691	0.221	0.276	1
RAD23A	0.312789555988125	0.829723927936947	0.404	0.459	1
TRMT112	0.313994437674128	0.442987333490003	0.331	0.421	1
OSBPL1A	0.316497993187813	0.51656008033193	0.272	0.332	1
POLE4	0.316572533672249	0.607114516476243	0.206	0.258	1
PDCD5	0.317496653158755	0.705489179712177	0.419	0.445	1
HCCS	0.318965483771809	0.590389276406082	0.25	0.32	1
ABLIM3	0.319276214448922	1.06754095487475	0.265	0.354	1
VPS26A	0.31999788179266	1.1358923465874	0.206	0.271	1
KCMF1	0.320741354178223	0.311097395622032	0.243	0.299	1
CTNNA1	0.321658720603741	0.614915627176403	0.301	0.381	1
XPO6	0.322532167072299	0.574198428042077	0.265	0.337	1
NAA10	0.323190138776158	0.475738915252717	0.301	0.379	1
COA4	0.324502617556969	0.907340922049392	0.287	0.359	1
LINC00998	0.324521340522662	0.736187839955808	0.404	0.442	1
MSANTD3	0.324562392772668	0.557190472405156	0.213	0.267	1
RFC1	0.324596923328416	0.859138576781282	0.287	0.391	1
SVIL	0.325135520744561	0.947617728474309	0.301	0.365	1
RAP1B	0.325508931922541	0.509676589894055	0.331	0.443	1
WASL	0.325670595558121	0.691142476621786	0.206	0.262	1
CLTB	0.326736278714835	0.931420954658853	0.368	0.394	1
MRP63	0.327304252077201	0.400789420191262	0.301	0.382	1
SNW1	0.327346361387823	0.378166173000099	0.206	0.26	1
CAP1	0.327810180701851	0.438252410883981	0.353	0.467	1
DNAJC8	0.327885918528577	0.795018608197216	0.39	0.416	1
XRN2	0.32805045984626	0.506726033218556	0.324	0.423	1
EIF2S2	0.328296698402883	0.642428003338285	0.5	0.567	1
AIDA	0.330163315891977	0.599201108985514	0.257	0.33	1
SLC25A3	0.330202736136504	0.674463930941736	0.463	0.528	1
UBE2V2	0.330667926355924	0.525185639004741	0.324	0.422	1
STARD7	0.330733864796272	0.510491643923642	0.206	0.252	1
MT1E	0.332441777179995	0.42061912856285	0.485	0.505	1
PPTC7	0.332523464483864	0.889271895976969	0.257	0.323	1
VMA21	0.333942421213914	0.321618424932444	0.228	0.293	1
TXN2	0.335076810500745	0.406037545265105	0.25	0.312	1
CYC1	0.335718418358633	0.54632672582241	0.257	0.345	1
GTF2F2	0.336288348555234	0.876498053062681	0.221	0.291	1
SNRNP27	0.336483699467595	0.576474561094216	0.25	0.314	1
POLD2	0.336568049430014	1.16532229406295	0.25	0.24	1
ATP6V1B2	0.337100987933871	0.530431585804802	0.206	0.253	1
HNRNPK	0.337123133584682	0.828642411256307	0.441	0.478	1
PSMA1	0.337250456067367	0.278608498278096	0.353	0.461	1
POM121	0.337345649663957	0.780462892026687	0.221	0.273	1
PSMB5	0.337878454927222	0.803026780698053	0.39	0.436	1
GIGYF2	0.338424348037526	0.580122220740849	0.206	0.263	1
WRB	0.338579161285721	0.329969836671264	0.243	0.306	1
PSMG3	0.338715506802933	0.510292609910098	0.265	0.346	1
MRPS23	0.339563617258649	0.713247385068525	0.206	0.265	1
MRPL18	0.339821223072889	1.14604367428212	0.301	0.305	1
EIF2AK1	0.340321680705552	0.49821958051081	0.243	0.308	1
MYL12A	0.340540106074459	0.413872778278623	0.522	0.617	1
PRSS23	0.342645376555242	0.622262456415427	0.265	0.348	1
C19orf53	0.344610178244792	0.725681444325683	0.434	0.452	1
SPATS2L	0.344808043488998	0.78075966413765	0.221	0.283	1
MRPS10	0.345096356866812	0.763434106787947	0.25	0.332	1
RABL5	0.345606582210301	0.388956808258746	0.213	0.263	1
EIF5	0.346931364922679	0.478813151674461	0.324	0.426	1
DECR1	0.348001231031987	0.891990033317578	0.213	0.263	1
AK4	0.348882168794227	0.974217864417877	0.412	0.427	1
HNRNPU	0.351676444754284	0.551582123745493	0.353	0.473	1
NDUFA4	0.352102118107137	0.327044217370068	0.522	0.582	1
UBE2E3	0.355311885180893	0.307520021660541	0.206	0.26	1
SPTBN1	0.356244967765377	0.582565384934645	0.412	0.535	1
COX7C	0.356513181495969	0.42204798493605	0.529	0.572	1
BNIP3L	0.356873677830318	0.523734995794675	0.441	0.537	1
TMEM106C	0.357550535650559	0.915584127928642	0.309	0.328	1
FRS2	0.358698754445911	0.623665742158677	0.228	0.283	1
CUEDC2	0.359290981417335	1.00574295845506	0.279	0.273	1
GNAI2	0.360238417891953	0.447111492739255	0.331	0.43	1
ACSL4	0.36055213982997	0.743712322222628	0.294	0.374	1
MYEOV2	0.361210989245728	0.90933737084946	0.309	0.396	1
MSL3	0.361734971682944	0.449402906329076	0.522	0.609	1
HMGN1	0.36227719165828	0.611086128416225	0.456	0.53	1
NOL7	0.363133130363006	0.401800654647186	0.287	0.36	1
