p_val	avg_log2FC	pct.1	pct.2	p_val_adj
TSSC4	2.32940159959989e-24	0.416781038816211	0.279	0.173	7.62599495677013e-20
IDH2	2.42076698930215e-24	0.430578803875325	0.296	0.187	7.92510696957739e-20
FBXO22	2.61266269470631e-24	0.28789383856623	0.35	0.231	8.5533351299295e-20
GSR	3.64474788439156e-24	0.276540563631726	0.455	0.318	1.19321756239211e-19
GEM	3.99857674306164e-24	0.32037345298439	0.352	0.234	1.30905405414352e-19
MFHAS1	4.39720788933896e-24	0.497617858567232	0.253	0.153	1.43955791881179e-19
TRIP6	4.46879172708541e-24	0.349657435140663	0.436	0.306	1.46299303561322e-19
DHX33	4.65664845754286e-24	0.259205475096481	0.263	0.161	1.52449357203038e-19
PTMS	4.87536939632657e-24	0.250086957331899	0.803	0.627	1.59609843296939e-19
STX10	4.94919184939763e-24	0.395403534765541	0.353	0.236	1.6202664276558e-19
PDZD11	5.53668603666506e-24	0.263027517852293	0.597	0.436	1.81260027468341e-19
MOK	5.56428414434628e-24	0.269037855928334	0.357	0.238	1.82163534317608e-19
NDUFA10	6.15212953192128e-24	0.251871867909654	0.468	0.327	2.01408416616039e-19
EIF5A2	6.73809642268436e-24	0.391287067588801	0.289	0.182	2.20591800685841e-19
ELAC2	6.8003367725892e-24	0.358336376751385	0.3	0.19	2.22629425261025e-19
WAC	7.43512646800213e-24	0.259459807151589	0.503	0.359	2.43411170309454e-19
FAM104A	7.66565606553992e-24	0.374673242011205	0.344	0.227	2.50958248273646e-19
CHMP5	7.69686324132916e-24	0.296115400647604	0.552	0.402	2.51979908794634e-19
UBAP2	8.0345086837325e-24	0.250716120425699	0.334	0.217	2.63033745288034e-19
MEPCE	9.22717564587375e-24	0.315592081760394	0.295	0.186	3.02079276294615e-19
CTBP2	1.0252768379816e-23	0.299945694973524	0.45	0.315	3.35655131218415e-19
PRPF31	1.08087205359309e-23	0.313430954616766	0.356	0.235	3.53855892905305e-19
WASF2	1.15195197057175e-23	0.290927707290882	0.579	0.422	3.77126036125778e-19
MRPL24	1.18529245917542e-23	0.349522756438992	0.403	0.275	3.88041045284848e-19
UBE2J1	1.29939475177313e-23	0.412497587252773	0.353	0.236	4.25395853835487e-19
COX11	1.31674529015857e-23	0.253969615701223	0.4	0.272	4.31076073092113e-19
FAM120A	1.37306286571822e-23	0.261830210983329	0.567	0.415	4.49513320978831e-19
CWC27	1.38137718226196e-23	0.392192128960009	0.372	0.253	4.5223526192892e-19
SNAP29	1.60043047213027e-23	0.276871159074433	0.574	0.424	5.23948927966006e-19
PPME1	1.63642375614405e-23	0.290300228068252	0.354	0.236	5.3573240928644e-19
FMR1	1.66451985052012e-23	0.347562874841191	0.365	0.243	5.44930508663277e-19
RQCD1	1.67655844484359e-23	0.289951329460997	0.326	0.21	5.48871703672894e-19
ADORA2B	1.70506108828604e-23	0.306173128686639	0.468	0.328	5.58202899083083e-19
TRIAP1	1.76112041722185e-23	0.43265342437825	0.297	0.19	5.76555602190088e-19
STX2	1.8465585930597e-23	0.362244546552098	0.323	0.211	6.04526352195883e-19
INO80E	2.00253648813232e-23	0.358606624934972	0.309	0.199	6.5559039548476e-19
GYG1	2.07510550168793e-23	0.447232172619201	0.326	0.213	6.79348039142595e-19
PRR7	2.15762119981841e-23	0.40133146950976	0.405	0.279	7.0636202839655e-19
NDRG1	2.22284331419452e-23	-0.747618009550149	0.537	0.564	7.27714444201003e-19
FAM208B	3.00003473345217e-23	0.279472707167928	0.333	0.218	9.82151371037571e-19
RP6-109B7.3	3.17115915586032e-23	0.419480664066215	0.41	0.286	1.03817408444555e-18
NANS	3.36355448541531e-23	0.316898236450869	0.358	0.238	1.10116046743526e-18
NFU1	3.50107816913845e-23	0.492735779921523	0.292	0.186	1.14618297101254e-18
HSF1	3.58878273338534e-23	0.291319999136713	0.412	0.284	1.17489569125569e-18
NCS1	3.67566149865793e-23	0.423802714629251	0.407	0.285	1.20333806143063e-18
EXOSC1	3.77879097418312e-23	0.337966861650155	0.359	0.244	1.23710058912807e-18
RAP1GDS1	3.7817444851825e-23	0.278084519139325	0.396	0.267	1.23806750955905e-18
ATP6AP2	3.89252587250756e-23	-0.680168472062477	0.618	0.616	1.27433512014152e-18
UPF1	4.53355065580209e-23	0.304660825997378	0.267	0.164	1.48419381369649e-18
RGS20	4.57882615028846e-23	0.439688878458931	0.312	0.203	1.49901610508143e-18
PYCR2	5.40878765015899e-23	0.405086920195722	0.325	0.215	1.77072890090905e-18
PRKRIR	5.90108147568783e-23	0.311405347958833	0.268	0.168	1.93189605351068e-18
CRNKL1	5.9258626314663e-23	0.382766521371998	0.309	0.201	1.94000890828944e-18
FAM92A1	6.0643621364016e-23	0.283829484679954	0.397	0.272	1.98535087621516e-18
GRHPR	6.22057673836671e-23	0.352408517799068	0.369	0.252	2.0364924126065e-18
CREB3L1	7.06775138310203e-23	0.332714519370613	0.328	0.216	2.31384044779994e-18
SMNDC1	7.36389626608402e-23	0.336429241123036	0.32	0.21	2.41079235959059e-18
CINP	7.52175499669197e-23	0.482243696528444	0.258	0.16	2.46247215081702e-18
SLC4A1AP	7.87525055479242e-23	0.320519403080794	0.304	0.194	2.57819952662794e-18
SUCLA2	8.04953274400069e-23	0.462474422053928	0.285	0.181	2.63525602973095e-18
CEP63	8.66398966655491e-23	0.403485233181827	0.269	0.168	2.83641693703675e-18
MRPL54	9.77293914053612e-23	0.362053980186087	0.466	0.336	3.19946481582871e-18
AGFG1	9.81078330960201e-23	0.277350298844932	0.354	0.235	3.21185423989751e-18
DHX38	1.03044654591594e-22	0.363688268695763	0.291	0.184	3.3734759020196e-18
MAPK9	1.04290440260408e-22	0.26904611593642	0.424	0.297	3.41426043324524e-18
NFYA	1.0448484198125e-22	0.325459589739085	0.301	0.193	3.42062475678216e-18
ACAA2	1.05012778253796e-22	0.359503488068007	0.404	0.281	3.43790833447276e-18
GTF2E2	1.12444363141996e-22	0.343685721911702	0.378	0.256	3.68120356054268e-18
EIF2B5	1.15944300747787e-22	0.324588871569646	0.337	0.222	3.79578451788106e-18
LCP1	1.24028800937616e-22	0.545480861539238	0.338	0.229	4.06045488509566e-18
CIAPIN1	1.29264176579131e-22	0.539928640426397	0.261	0.164	4.2318506128476e-18
SKIV2L2	1.33305074946841e-22	0.269930869940152	0.369	0.25	4.36414154360967e-18
AC006262.5	1.34075184357167e-22	-0.871006127558595	0.5	0.533	4.38935338548494e-18
UBE2F	1.38483564562721e-22	0.400326516418043	0.399	0.274	4.53367493665437e-18
MFN2	1.40261196443922e-22	0.310677118100255	0.287	0.183	4.5918710491811e-18
ZFAND1	1.42893716994355e-22	0.478124130834383	0.259	0.163	4.67805450696118e-18
ATXN10	1.44082809218418e-22	0.288971932897237	0.536	0.39	4.71698300819258e-18
RBM42	1.53856835042957e-22	0.374403539104946	0.282	0.179	5.03696506563631e-18
FUNDC2	1.57413264169508e-22	0.314482001708165	0.457	0.324	5.15339544238137e-18
KIAA1430	1.63380543045576e-22	0.322292951095825	0.371	0.252	5.34875221822606e-18
GRB2	1.77037424078387e-22	0.253893667480612	0.534	0.389	5.79585118947825e-18
CMTM6	1.92340610692136e-22	0.38713292985271	0.429	0.305	6.29684691283914e-18
RIC8A	2.17353210374317e-22	0.316462033793061	0.354	0.239	7.11570940123438e-18
TPP1	2.21139645959252e-22	-0.845771312209144	0.393	0.454	7.23966972941398e-18
CCNC	2.30606845461658e-22	0.274346595860015	0.43	0.302	7.54960690672374e-18
USP22	2.43778383840375e-22	0.258641311032416	0.538	0.395	7.98081673016619e-18
HIGD1A	2.50005887056669e-22	0.353675293179623	0.433	0.306	8.18469273046123e-18
TIMP1	2.7760780546299e-22	-0.527842091212563	0.845	0.774	9.08832433524737e-18
RNF114	2.81391679732694e-22	0.360002425375058	0.288	0.185	9.21220081108892e-18
AASDHPPT	2.8258527432067e-22	0.492284394527761	0.27	0.17	9.25127671071008e-18
AIMP1	2.97999289903442e-22	0.298004739978768	0.426	0.302	9.75590075285888e-18
CALCOCO2	3.05523780674536e-22	0.281805843733224	0.463	0.329	1.00022375317229e-17
NT5C3B	3.34785156068123e-22	0.271759361708653	0.499	0.359	1.09601964393582e-17
BAD	3.36310257245906e-22	0.292252258730158	0.498	0.361	1.10101252017165e-17
SEC11C	3.42650248570311e-22	0.264821089105194	0.651	0.484	1.12176838376949e-17
MAF1	3.42996395420706e-22	0.281637147988367	0.542	0.395	1.12290159932831e-17
PRKACA	3.44519932179701e-22	0.392041692810039	0.319	0.21	1.12788935396991e-17
AMOTL2	3.4712176962294e-22	0.510335871743814	0.259	0.163	1.13640724939158e-17
SRA1	3.96238306351838e-22	0.255531373635593	0.475	0.34	1.29720496733465e-17
C16orf74	4.3100620641484e-22	0.51951740545204	0.261	0.165	1.4110281185609e-17
MFAP1	4.40171462969422e-22	0.318605665279921	0.42	0.297	1.44103333546929e-17
NRAS	4.50523502858547e-22	0.434680533332733	0.261	0.163	1.47492384365831e-17
R3HDM1	4.62470492378928e-22	0.344702969994067	0.267	0.167	1.51403589795013e-17
ATN1	4.92831513069841e-22	0.386466434265488	0.302	0.197	1.61343180748804e-17
TIMM8B	5.93210978107875e-22	0.272619826367478	0.532	0.392	1.94205410012956e-17
SERTAD2	7.13907442519426e-22	0.271828582803929	0.388	0.268	2.3371901853201e-17
BLOC1S2	7.35701236898193e-22	0.313331623813247	0.46	0.327	2.4085387093573e-17
BID	8.63391359055362e-22	0.250293836891449	0.496	0.356	2.82657063127544e-17
PELP1	8.87506431319219e-22	0.301059073258859	0.254	0.156	2.90551855485286e-17
BLOC1S1	8.97805585465809e-22	0.274491627591535	0.639	0.478	2.93923592569797e-17
MPP1	9.27435086403876e-22	0.343477233401825	0.333	0.222	3.03623698586901e-17
MRPL1	1.04825787748916e-21	0.399895968675305	0.252	0.157	3.431786639324e-17
FAH	1.05857064548696e-21	0.250087276210138	0.617	0.465	3.4655485791952e-17
MLST8	1.06760614274349e-21	0.451785042025101	0.323	0.217	3.49512899011363e-17
ADSS	1.09992565308506e-21	0.325215752787444	0.354	0.24	3.60093660306987e-17
ISOC2	1.20724140910703e-21	0.347953796217659	0.408	0.288	3.9522669251346e-17
RELA	1.23238396183526e-21	0.295306104388179	0.357	0.242	4.03457861425628e-17
ALKBH5	1.23316843845999e-21	0.279017837122948	0.505	0.364	4.0371468338303e-17
PMM1	1.27521230487166e-21	0.370012638065847	0.319	0.21	4.17479004368884e-17
FBXO17	1.34331726813151e-21	0.385629286305045	0.262	0.164	4.39775207240894e-17
TMEM18	1.44041818819181e-21	0.302685580760763	0.274	0.174	4.71564106450236e-17
CDH13	1.45120993039814e-21	-0.608987796153016	0.675	0.658	4.75097107013744e-17
MAP2K1	1.57637453149353e-21	0.283071711296064	0.457	0.325	5.16073494120352e-17
MBD3	1.57952901012688e-21	0.258117467943332	0.324	0.214	5.17106207335339e-17
ALG3	1.86083050331016e-21	0.282925201196448	0.543	0.405	6.0919869017368e-17
BLVRA	1.89010397921317e-21	0.365142179958915	0.32	0.211	6.18782240714807e-17
CDC73	1.98439839829223e-21	0.366762176507852	0.3	0.195	6.4965234763291e-17
TUBB2A	2.01224426348199e-21	0.456722260093616	0.253	0.159	6.58768526978733e-17
LAMTOR1	2.03922012550522e-21	0.277289735777227	0.73	0.561	6.67599884687899e-17
TEX261	2.35263076300782e-21	0.26723749640824	0.401	0.28	7.70204259193501e-17
VTA1	2.38010224990078e-21	0.433177408416721	0.314	0.209	7.79197874572516e-17
NDUFA9	2.429874204149e-21	0.354163224459047	0.373	0.257	7.95492216954299e-17
LSM14A	2.66373711176404e-21	0.356309188454023	0.29	0.188	8.72054255649311e-17
AGPS	2.841547693403e-21	0.398440736718767	0.284	0.182	9.30265883866275e-17
CSTF3	2.90055498681215e-21	0.315176179988474	0.303	0.197	9.49583691582561e-17
LYRM4	3.04709640848668e-21	0.262448591921581	0.439	0.312	9.97558422210369e-17
EBPL	3.24360999590066e-21	0.386771891095748	0.352	0.239	1.06189304045796e-16
TBCD	3.51950105524498e-21	0.281391555653271	0.278	0.177	1.1522142554661e-16
UBALD1	3.67251797807858e-21	0.252475418080987	0.311	0.204	1.20230893566336e-16
NIPA2	3.91575834197545e-21	0.303904824370294	0.315	0.207	1.28194096599592e-16
DHX29	4.50821946136204e-21	0.272215279207925	0.406	0.28	1.4759008872607e-16
MMGT1	5.14979848900866e-21	0.452672667295339	0.256	0.163	1.68594102933166e-16
FTSJ1	5.81854911647748e-21	0.346304314208521	0.278	0.18	1.9048766097524e-16
MOB4	5.87780619302885e-21	0.358820069037909	0.284	0.183	1.92427619147379e-16
ELOVL5	6.15766002973283e-21	0.308270879403125	0.336	0.225	2.01589474053393e-16
SPOP	7.09710564868563e-21	0.288313160015741	0.341	0.226	2.3234504472667e-16
USP12	7.75133103122105e-21	0.338001035053615	0.293	0.191	2.53763075300115e-16
BCL2L13	7.83176207387793e-21	0.372522572733462	0.35	0.238	2.56396226774616e-16
SRP68	8.10953283066518e-21	0.265108622956039	0.339	0.228	2.65489885810317e-16
SEPHS2	8.13843096459616e-21	0.334272841825678	0.389	0.274	2.66435952918949e-16
ACTR1A	8.45745545362456e-21	0.376085668528009	0.393	0.278	2.76880176640761e-16
MT-ND6	8.55734413376659e-21	-1.42255045616322	0.912	0.881	2.80150332251251e-16
ALG5	9.16302325763957e-21	0.265301391043143	0.356	0.242	2.99979055408604e-16
LHFP	1.01771604826212e-20	0.266920931436102	0.314	0.206	3.33179879880053e-16
MRPS14	1.09643245209263e-20	0.363443797772961	0.309	0.205	3.58950056166084e-16
MICU1	1.0975392429618e-20	0.283743247454252	0.49	0.358	3.59312397360834e-16
AKIRIN1	1.17397371429871e-20	0.285903627915617	0.467	0.333	3.84335514587111e-16
MMD	1.29336560500555e-20	0.319032272107844	0.263	0.168	4.23422031766718e-16
PSMB8	1.53823974742464e-20	0.270584012478961	0.561	0.417	5.03588928511879e-16
PEF1	1.5665834847859e-20	0.357322368640927	0.366	0.252	5.12868101249209e-16
MTX2	2.0267153599302e-20	0.287165035686644	0.269	0.173	6.63506074533949e-16
ETV1	2.05261588104596e-20	0.341980702935257	0.332	0.223	6.71985387136827e-16
SFT2D1	2.08916617468244e-20	0.268550793882423	0.495	0.362	6.83951222267538e-16
CHD1L	2.29690512651482e-20	0.251101370409668	0.371	0.255	7.51960800318423e-16
WDR12	2.48742918634556e-20	0.318213597457988	0.281	0.181	8.14334567025808e-16
LEO1	2.85602086427526e-20	0.316199994422339	0.276	0.178	9.35004110546435e-16
YTHDF1	2.86101652256133e-20	0.27366685428169	0.295	0.194	9.36639589156128e-16
LINC01116	3.05747866078187e-20	0.402212783704774	0.297	0.198	1.00095736396677e-15
GLUD1	3.16288616476359e-20	0.30363163008426	0.358	0.246	1.0354656726203e-15
RWDD4	3.22245842103097e-20	0.384434546749977	0.294	0.194	1.05496843787712e-15
LAGE3	3.2982156558957e-20	0.322545512482186	0.424	0.306	1.07976984142713e-15
RAB14	3.37245842340864e-20	0.342613816458799	0.39	0.276	1.10407543865552e-15
GTPBP6	3.44182737880386e-20	0.301261895844952	0.272	0.176	1.12678544727281e-15
PARL	3.62033869597166e-20	0.294107274902159	0.382	0.267	1.1852264822872e-15
MTRF1L	3.79252440851538e-20	0.286909487592601	0.413	0.294	1.24159664085977e-15
PEX2	4.05514964888711e-20	0.374497880994594	0.322	0.217	1.32757489205266e-15
B4GALT2	4.22062404008475e-20	0.310837198798029	0.38	0.263	1.38174789824295e-15
THUMPD1	5.06186554130981e-20	0.294506533712731	0.305	0.201	1.65715354091401e-15
CAMK2N1	5.20376978645974e-20	0.389922882387645	0.317	0.215	1.70361015269119e-15
ADPRHL2	5.91414970804003e-20	0.28129813598433	0.294	0.193	1.93617433141815e-15
TWF1	6.20744901927541e-20	0.287345067177845	0.416	0.298	2.03219465993039e-15
C22orf39	7.60811304173032e-20	0.322174874537229	0.296	0.196	2.49074404760167e-15
RNF4	8.04378901034654e-20	0.266826122710036	0.27	0.174	2.63337564620725e-15
PREB	8.28828665487763e-20	0.442141935029179	0.254	0.163	2.71341928507384e-15
SCD	8.37598054298728e-20	-0.999948560072549	0.315	0.378	2.74212851016318e-15
TMX4	8.75461541576889e-20	0.264749881208743	0.488	0.359	2.86608599481442e-15
CAV2	9.85054352257469e-20	0.312553663153213	0.482	0.355	3.2248709384205e-15
TAF2	1.03461066393269e-19	0.258820025486247	0.311	0.205	3.38710839158282e-15
IGF2R	1.2060306705767e-19	-0.915736528237603	0.496	0.513	3.94830320933401e-15
WSB1	1.23002635491464e-19	-1.27363883030634	0.365	0.415	4.02686028071953e-15
YTHDC1	1.33949127147033e-19	0.253024775994541	0.38	0.265	4.38522652453957e-15
AAMP	1.3966376901798e-19	0.297394388122222	0.393	0.279	4.57231247011062e-15
KXD1	1.42434647745319e-19	0.398801336863588	0.338	0.232	4.66302549788626e-15
RNF8	1.64345441456651e-19	0.291758611472425	0.293	0.193	5.38034106240783e-15
ZYX	1.75431703990132e-19	0.315134664727282	0.395	0.28	5.74328312522894e-15
FAM177A1	1.94569464051503e-19	0.285873090023396	0.483	0.352	6.36981511411812e-15
RAB1B	1.96692527170952e-19	0.267479094465599	0.597	0.451	6.43931995452264e-15
FAM200B	2.14537308201157e-19	0.256657032096033	0.507	0.378	7.02352239588948e-15
RNF5	2.19295828994412e-19	0.30241669187788	0.348	0.24	7.17930684961906e-15
DUSP14	2.28556809597533e-19	0.425347203042571	0.259	0.168	7.48249283260405e-15
VEGFA	2.36666272464694e-19	-0.690196804429487	0.675	0.66	7.74798042794914e-15
DEF8	2.82431565201811e-19	0.274551269026641	0.519	0.384	9.2462445815769e-15
TMEM99	3.02377268839911e-19	0.445161946584118	0.27	0.178	9.899227027281e-15
CCM2	3.02704542252352e-19	0.346921839279697	0.324	0.222	9.90994130425749e-15
MANBAL	3.26165082040442e-19	0.264308925519272	0.465	0.341	1.067799245584e-14
PDHB	3.70637137349777e-19	0.37031028213223	0.255	0.165	1.2133918602557e-14
TOMM70A	4.18757785961044e-19	0.266095857182167	0.303	0.202	1.37092923967927e-14
TPD52L2	4.61484840715033e-19	0.253835018987144	0.491	0.358	1.51080907153288e-14
PPP1R2	4.66175399482622e-19	0.359050968365702	0.304	0.206	1.52616502282621e-14
MICALL1	5.0155961848131e-19	0.334303103619041	0.267	0.175	1.64200587898411e-14
DST	5.10747943938386e-19	-0.586856192429105	0.816	0.789	1.67208661886549e-14
PRKRIP1	5.39268850064549e-19	0.307107845829619	0.274	0.179	1.76545836134132e-14
GFER	5.44994030683497e-19	0.312817480262363	0.29	0.194	1.78420145765163e-14
TRAF3IP1	6.75892578159811e-19	0.320480408431793	0.357	0.247	2.21273712237959e-14
VAMP3	6.78536957249214e-19	0.276920588890676	0.425	0.301	2.22139429064248e-14
SRFBP1	6.82151284595499e-19	0.2633175428202	0.314	0.212	2.23322687550874e-14
ZEB1	7.80533271459666e-19	0.325727249060974	0.251	0.161	2.55530982410465e-14
SUPT4H1	8.04431675799311e-19	0.267842495077226	0.459	0.333	2.63354842023178e-14
COX16	8.20556009173824e-19	0.25383826496786	0.481	0.353	2.68633626283327e-14
JAGN1	8.36602779377405e-19	0.301133993482637	0.344	0.238	2.73887017912575e-14
FAM103A1	8.44472653167459e-19	0.36935961140941	0.34	0.236	2.76463457193963e-14
PCGF5	8.54547827511465e-19	0.254530636681206	0.337	0.231	2.79761867770703e-14
ARPC4	9.53926297248839e-19	0.306249056255998	0.439	0.321	3.12296391193325e-14
MNAT1	9.90964900864958e-19	0.309504918924263	0.252	0.163	3.2442208924517e-14
APIP	1.08342779912948e-18	0.418206628129383	0.251	0.162	3.54692592879008e-14
TFDP2	1.40256580519399e-18	0.25798948092233	0.387	0.273	4.5917199330441e-14
API5	1.88874666861424e-18	0.252035073142589	0.315	0.213	6.18337884370928e-14
N4BP2L2	2.05204441124056e-18	-0.875755637572378	0.496	0.522	6.71798299351935e-14
CHMP1A	2.13073296540607e-18	0.301747235040351	0.292	0.194	6.9755935821464e-14
NOSIP	2.54652440813045e-18	0.285410121815031	0.309	0.209	8.33681160733748e-14
SAT1	2.74570605183435e-18	-0.934817130895344	0.418	0.457	8.9888924724953e-14
PLRG1	2.8419151470885e-18	0.310126371452537	0.268	0.175	9.30386180853834e-14
MTRNR2L8	3.11629203149246e-18	-1.18006058742321	0.349	0.399	1.02021168527e-13
FAM65A	3.29145827310184e-18	0.266403949089471	0.272	0.18	1.07755760944808e-13
EBAG9	3.85451619274057e-18	0.443798092196498	0.265	0.174	1.26189151117941e-13
CNP	3.90576014074817e-18	0.257942782633391	0.268	0.176	1.27866775487814e-13
JMJD6	4.29460601827949e-18	0.271391126490795	0.283	0.189	1.40596811826434e-13
CDA	4.3441368264708e-18	0.266420718533239	0.47	0.348	1.42218351425001e-13
P4HA2	4.36931616554881e-18	-0.503545090231918	0.767	0.711	1.43042672627737e-13
CCNH	4.38740544048477e-18	0.353479138472489	0.322	0.223	1.4363487931059e-13
C19orf24	4.85549261581797e-18	0.255076132664563	0.545	0.409	1.58959117256649e-13
TIMP2	5.09869987537774e-18	-0.538973540687381	0.682	0.651	1.66921236520117e-13
FADD	5.22864629909665e-18	0.30650451527544	0.299	0.202	1.71175422539826e-13
ZDHHC12	5.47347139372392e-18	0.329283840071117	0.3	0.204	1.79190506487734e-13
GS1-251I9.4	5.84410455488821e-18	0.259778471433577	0.481	0.357	1.9132429491793e-13
GRSF1	6.18041985340871e-18	0.306597650091148	0.359	0.255	2.02334585160894e-13
C1R	6.78035035359808e-18	-1.13546566674569	0.223	0.29	2.21975109876094e-13
RNF167	7.30840603482997e-18	0.260479770219639	0.37	0.261	2.39262596768263e-13
UBE2Q2	8.74187710376689e-18	0.339286885599337	0.325	0.226	2.86191572623121e-13
DPM2	9.52882830477045e-18	0.327486580381521	0.322	0.224	3.11954781041575e-13
NDUFAF6	9.69446395490141e-18	0.324743473032379	0.279	0.186	3.17377360955562e-13
MAPRE2	9.70653880458707e-18	0.327330656146451	0.33	0.231	3.17772667384572e-13
TRMT10C	9.73282790210481e-18	0.31625168707899	0.297	0.203	3.18633319859107e-13
RTCA	1.09524294904077e-17	0.346566095795879	0.26	0.173	3.58560636656968e-13
BICD2	1.11400240355372e-17	0.385532100826796	0.27	0.181	3.64702106875415e-13
ANPEP	1.14571135229493e-17	-0.541419144402711	0.737	0.707	3.75082982514315e-13
ACBD6	1.68684378946339e-17	0.276761587119	0.365	0.259	5.52238919794524e-13
PITRM1	1.86981225844254e-17	0.275678977258704	0.326	0.227	6.12139137168918e-13
ZDHHC3	1.87155496040391e-17	0.403845015698217	0.266	0.178	6.12709662937031e-13
SREK1IP1	1.92885265785292e-17	0.252882522926088	0.311	0.213	6.31467783127888e-13
ASNSD1	1.93200937564922e-17	0.367808316336819	0.313	0.217	6.32501229400041e-13
FOXP1	2.36484049003617e-17	0.302166626881674	0.253	0.166	7.7420147962804e-13
RILPL2	2.57092378857479e-17	0.314961081044442	0.326	0.228	8.41669029903615e-13
NKAP	2.74530879234395e-17	0.326246853411991	0.36	0.257	8.98759192437563e-13
GOLGA7	2.90415279393332e-17	0.302001072447118	0.363	0.255	9.50761541677889e-13
SDHD	3.03001687013298e-17	0.342869561593939	0.279	0.189	9.91966922944134e-13
PITPNA	3.36986416843494e-17	0.270786220295953	0.395	0.284	1.10322613146223e-12
CASC3	3.544876648666e-17	0.257701343683671	0.25	0.163	1.16052171724027e-12
LITAF	3.81494232002959e-17	0.265860358449381	0.507	0.38	1.24893581673129e-12
IFNGR2	4.26721148666799e-17	0.278787525035567	0.396	0.286	1.39699969650537e-12
TMEM107	6.02816824293726e-17	0.269438675406831	0.289	0.195	1.9735017193728e-12
MSRB1	6.17767170024402e-17	0.372089961539956	0.261	0.176	2.02244616122589e-12
COQ9	6.42086261540341e-17	0.323097952472143	0.268	0.18	2.10206200303077e-12
LARP7	7.06742127454339e-17	0.256950839073914	0.258	0.171	2.31373237686001e-12
TMEM183A	8.53542420394435e-17	0.280043973797887	0.311	0.216	2.7943271758873e-12
MRPS28	8.73026114774044e-17	0.279659520658831	0.349	0.244	2.85811289454726e-12
FUNDC1	9.0422076241388e-17	0.293010361736085	0.298	0.204	2.96023793199056e-12
TTC39C	9.18498048995647e-17	0.311060072218207	0.277	0.19	3.00697891280195e-12
C11orf73	9.37724189671619e-17	0.28986691246132	0.327	0.231	3.06992145214695e-12
SNX7	1.1220750901514e-16	0.314116413134299	0.286	0.196	3.67344943013765e-12
C6orf211	1.30928358305737e-16	0.393138594402173	0.251	0.168	4.2863325942132e-12
CMC1	1.35064322286446e-16	0.296196495504312	0.323	0.226	4.42173578301365e-12
ANAPC13	1.45487463183899e-16	0.271608913442069	0.38	0.272	4.76296856971449e-12
TMEM261	1.47086340620301e-16	0.348988221310018	0.362	0.262	4.8153126192274e-12
GPNMB	1.66267760303886e-16	-0.773062068582147	0.371	0.422	5.44327393682862e-12
SNAPIN	1.87470116577012e-16	0.295726190568619	0.274	0.186	6.13739667649823e-12
CERK	1.91709648728576e-16	0.254052016332651	0.279	0.19	6.27619048007611e-12
ARCN1	2.01977859545727e-16	0.256215229782274	0.404	0.296	6.612351165808e-12
HOMER3	2.4179910745915e-16	0.343738403761702	0.333	0.236	7.91601917999766e-12
STYXL1	2.54317840531557e-16	0.31936560830794	0.317	0.222	8.3258574633221e-12
RPUSD3	2.55551790149902e-16	0.271850582415931	0.291	0.201	8.3662545059275e-12
TBC1D1	2.90473686522287e-16	0.311231710597785	0.314	0.218	9.50952754936663e-12
POPDC3	3.00047563362404e-16	0.288958942782186	0.4	0.292	9.82295712935839e-12
AIFM1	3.29820423564233e-16	0.288511993353861	0.315	0.221	1.07976610266459e-11
CCNK	3.94784383153337e-16	0.253916888845336	0.27	0.183	1.29244511356739e-11
PROCR	4.05810199133666e-16	0.269386130556051	0.29	0.198	1.3285414299238e-11
ASCC2	4.30334205092543e-16	0.25161105718841	0.262	0.176	1.40882812063197e-11
C4orf27	4.46098579226692e-16	0.261537641438398	0.287	0.197	1.46043752867234e-11
GLOD4	5.87595351895454e-16	0.323697524834101	0.252	0.17	1.92366966303534e-11
MAPK1IP1L	5.90314691181708e-16	0.252874833822924	0.284	0.194	1.93257223599068e-11
FERMT3	6.04870416379041e-16	0.300970094360438	0.258	0.174	1.98022476914171e-11
PPID	6.40100275581429e-16	0.257912534907985	0.281	0.191	2.09556028219848e-11
ISCA2	6.82323662441756e-16	0.321002108499366	0.258	0.174	2.23379120610182e-11
C15orf61	7.23732898896084e-16	0.322038621075295	0.28	0.194	2.369356764406e-11
SLC31A1	7.66819759041781e-16	0.279913771242351	0.252	0.17	2.51041452715098e-11
MMP14	7.68923937135629e-16	-0.800499954605847	0.437	0.474	2.51730318539462e-11
FYTTD1	1.16409875621141e-15	0.295741777282589	0.309	0.218	3.81102650808492e-11
PLIN2	1.26504904754408e-15	-0.691371314924349	0.743	0.683	4.14151757184979e-11
SDHAF2	1.62000485752115e-15	0.326114954292873	0.298	0.208	5.30357190255274e-11
RANBP9	2.62065711092839e-15	0.317986141029524	0.258	0.175	8.57950724975737e-11
IFI27	2.66373957185529e-15	-0.350135262448221	0.885	0.76	8.72055061033983e-11
GBAS	2.88908685642495e-15	0.258689656533723	0.282	0.194	9.458292550564e-11
LRIF1	2.99078241865551e-15	0.373143586972685	0.254	0.174	9.7912234821944e-11
C1S	3.05341414310825e-15	-0.881698720738546	0.375	0.415	9.99626722170779e-11
EXOC5	3.51096486694935e-15	0.289933877767324	0.312	0.221	1.14941967814188e-10
SENP2	3.56096132998936e-15	0.272774631354089	0.26	0.178	1.16578752021192e-10
FAM195A	4.71588818020397e-15	0.279518451258484	0.339	0.245	1.54388747243518e-10
